GENE	FancG_HCT116_T1	FancG_HCT116_T2	FancL_HCT116_T1	FancL_HCT116_T2	WT_HCT116_T1	WT_HCT116_T2
MMD2	-3.022	-9.05	-6.966	-8.955	-8.164	-19.063
MME	2.291	-10.395	2.972	-7.478	-6.472	-4.6930000000000005
MMEL1	-8.539	-18.570999999999998	-15.421	-21.76	-16.791	-15.87
MMGT1	-1.639	9.089	4.444	0.884	-16.907	-9.007
MMP1	9.541	5.48	2.99	-9.44	-0.161	-23.410999999999998
MMP10	-5.394	-13.953	-1.9269999999999998	-12.402999999999999	-12.84	-21.07
MMP11	-7.794	-0.34600000000000003	-13.052999999999999	-10.795	-24.491	-27.448
MMP13	2.6039999999999996	-12.525	2.097	-19.962	2.608	-5.267
MMP14	-8.832	-6.354	-18.205	-15.395999999999999	-16.739	-10.085
MMP15	4.2410000000000005	-0.965	-0.44	-7.565	-17.412	-29.831999999999997
MMP16	-6.601	-15.342	-7.0520000000000005	-15.382	-11.745999999999999	-10.204
MMP17	-3.752	-3.115	-11.321	-7.562	-17.574	-22.144000000000002
MMP19	-8.549	-13.698	-14.994000000000002	-8.458	-22.033	-26.051
MMP2	-7.815	-6.973	-24.454	-19.634	-35.126	-33.919000000000004
MMP21	-8.919	-10.908	-5.529	-10.788	-13.722999999999999	-10.093
MMP23B	-8.934	-7.841	-11.515999999999998	-4.497	-7.475	7.747000000000001
MMP24	-0.193	-3.428	-6.919	-15.754000000000001	-17.121	-27.135
MMP25	-3.785	-4.584	-12.382	-12.689	-15.588	-29.289
MMP26	7.631	-7.377999999999999	2.717	-11.307	4.74	-13.286
MMP27	-0.037000000000000005	-11.522	-1.524	-6.672999999999999	-0.818	-17.843
MMP28	-10.512	1.66	-17.274	-20.081	-20.44	-7.591
MMP3	-4.713	-23.814	-18.417	-28.949	-14.347999999999999	-48.409
MMP7	-3.4360000000000004	-11.777000000000001	-3.554	-14.005	-1.137	-2.325
MMP8	3.3989999999999996	-0.522	1.172	-5.292000000000001	-6.678	-22.570999999999998
MMP9	-4.138	-13.269	-9.007	-21.673000000000002	-11.616	-16.906
MMRN1	-10.062999999999999	-6.077999999999999	-13.777000000000001	-7.045	-21.796999999999997	-13.292
MMRN2	-4.519	-13.225999999999999	-8.376	-9.372	-13.648	-16.018
MMS19	3.237	11.625	-5.671	-4.501	2.542	6.632000000000001
MMS22L	6.68	3.315	4.058	-3.112	17.046	14.062999999999999
MN1	-6.615	-8.137	-4.186	1.3419999999999999	-13.175	-11.257
MNAT1	-2.081	-5.257999999999999	3.076	6.29	-1.723	-1.896
MND1	0.935	-11.376	-5.949	-16.767	-5.364	-17.744
MNDA	-6.475	-18.692	-9.136000000000001	-20.563000000000002	-13.684000000000001	-32.422
MNS1	12.321	-6.723	17.249000000000002	-11.96	12.181	-22.272
MNT	-2.088	-4.096	-5.797999999999999	-8.687000000000001	-13.052999999999999	-7.445
MNX1	-5.099	-9.918	-7.956	-9.964	-17.609	-25.506999999999998
MOAP1	0.619	-7.656000000000001	12.106	8.494	-5.035	-3.178
MOB1A	-5.05	-21.186	-16.736	-35.155	-4.2410000000000005	-20.442
MOB1B	4.342	-7.235	3.853	-20.448	4.6610000000000005	-12.945
MOB2	-10.006	-9.002	-15.523	-10.960999999999999	-20.52	-13.835999999999999
MOB3A	-7.542999999999999	-4.513	-20.694000000000003	-23.461	-25.383000000000003	-15.229000000000001
MOB3B	-7.142	-24.353	-11.892000000000001	-28.834	-18.477999999999998	-28.628
MOB3C	-6.4	-7.153	-9.747	-4.212	-7.882999999999999	-11.675
MOB4	4.191	16.064	-1.7819999999999998	23.873	5.835	23.881
MOBP	-6.327999999999999	-14.104000000000001	-11.07	-13.863	-16.305999999999997	-22.8
MOCOS	-5.084	-15.231	-10.193999999999999	-18.143	-11.600999999999999	-15.645999999999999
MOCS1	-11.769	-13.74	-18.433	-17.061	-32.332	-32.444
MOCS2	2.1590000000000003	-16.098	0.5539999999999999	-13.789000000000001	-9.612	-33.711999999999996
MOCS3	7.831	26.296999999999997	30.174	46.176	46.631	73.35300000000001
MOG	-2.8680000000000003	-3.471	-12.434000000000001	-20.042	-10.995	-25.041
MOGAT1	-0.046	-11.079	-11.717	-22.064	-14.562999999999999	-14.380999999999998
MOGAT2	-9.942	-5.6370000000000005	-9.974	-6.266	-15.14	-12.152000000000001
MOGAT3	-3.238	-5.055	-10.77	-13.286	-9.601	4.294
MOGS	5.621	12.833	4.26	7.879	-1.8259999999999998	14.059000000000001
MOK	-0.26899999999999996	-9.594	-5.89	-19.219	-5.033	-20.866
MON1A	-6.317	2.431	0.513	4.439	-18.045	-19.895
MON1B	-9.408	-6.617999999999999	-23.578000000000003	-29.555999999999997	-26.976	-23.868000000000002
MON2	-6.959	-14.734000000000002	-9.353	-22.17	-14.311	-20.297
MORC1	-1.621	-10.255	-14.072000000000001	-25.627	-23.683000000000003	-35.455
MORC2	10.453	15.376	2.303	7.056	-11.319	2.533
MORC3	-5.438	-25.874000000000002	-3.4210000000000003	-24.271	-10.294	-29.164
MORC4	-5.419	-16.465	-11.76	-18.322	-18.565	-38.468
MORF4L1	-6.599	-14.89	-7.568	-7.587000000000001	-13.88	-13.444
MORF4L2	-5.752999999999999	-4.388999999999999	-3.2460000000000004	-4.145	-7.205	-1.808
MORN1	6.105	18.704	3.7710000000000004	4.1739999999999995	8.443999999999999	9.912
MORN2	6.294	-0.7440000000000001	5.077	-6.287999999999999	1.9469999999999998	-25.274
MORN3	-1.7369999999999999	-3.0180000000000002	6.926	5.192	-7.261	-0.9229999999999999
MORN4	-4.046	-21.868000000000002	-11.110999999999999	-26.555999999999997	-14.702	-28.409000000000002
MORN5	-7.877999999999999	-13.247	-13.363	-15.409	-17.336	-19.024
MOS	-4.743	-6.026	-14.547	-10.4	-20.362000000000002	-18.628
MOSPD1	11.386	-6.994	8.857000000000001	-14.257	12.449000000000002	-23.795
MOSPD2	-0.9590000000000001	-12.511	-10.437999999999999	-25.636	2.358	-11.884
MOSPD3	-5.545	-7.912999999999999	-14.969000000000001	-12.196	-19.109	-23.706
MOV10	-9.644	-11.819	-17.391	-10.456	-26.37	-22.691
MOV10L1	0.081	6.607	-6.779	-8.126	-10.609000000000002	-6.861000000000001
MOXD1	-5.267	-17.516	-11.220999999999998	-17.152	-11.658	-26.500999999999998
MPC1	-4.715	-18.101	-11.037	-29.505	-13.011	-28.961
MPC2	4.144	-11.009	1.244	-19.39	-1.95	-27.789
MPDU1	-1.17	0.983	-1.2770000000000001	7.103	-10.898	-3.845
MPDZ	-7.792000000000001	-27.354	-8.505	-9.124	-9.867	-27.035999999999998
MPEG1	-0.287	-7.975	2.877	-15.005	-1.9709999999999999	-14.933
MPG	-7.7	-10.133	-12.716	-10.787	-27.241	-21.084
MPHOSPH10	9.577	17.919	14.984000000000002	25.724	13.411	22.645
MPHOSPH6	1.492	-15.399000000000001	-6.7989999999999995	-19.222	-10.79	-27.68
MPHOSPH8	6.153	20.535999999999998	5.71	11.232999999999999	-12.821	-11.382
MPHOSPH9	-0.703	-7.057	-2.752	-17.99	-10.815999999999999	-28.289
MPI	3.6460000000000004	-7.24	4.288	5.899	0.418	-0.762
MPL	-8.011000000000001	-9.783	-15.957	-11.466	-19.247	-13.725
MPLKIP	-7.903	-13.248	-8.878	-9.484	-21.438000000000002	-22.305
MPND	-4.63	-7.439	-11.036	-15.353	-20.078	-25.214000000000002
MPO	-7.059	-12.929	-15.401	-14.133	-17.628	-28.185
MPP1	-3.947	1.429	-12.632	-18.659000000000002	-21.275	-24.052
MPP2	-7.422999999999999	-11.312999999999999	-16.259	-26.679000000000002	-7.853	-9.567
MPP3	-5.922000000000001	6.098	-10.417	-4.928	-15.175999999999998	5.425
MPP4	2.654	-1.025	-9.521	-15.275	-12.491	-20.953000000000003
MPP5	-5.854	-34.269	-14.827	-52.78	-9.517999999999999	-37.802
MPP6	4.861000000000001	9.21	-11.852	-22.627	-8.207	-22.250999999999998
MPP7	0.44299999999999995	3.728	-6.382000000000001	-13.401	-11.867	-25.419
MPPE1	6.276	2.9760000000000004	1.45	-12.648	-6.457999999999999	-19.548
MPPED1	0.195	-0.34	-8.085	-20.913	4.385	-0.6759999999999999
MPPED2	0.493	-9.552999999999999	-5.379	-16.758	-2.4290000000000003	-23.881999999999998
MPRIP	-5.534	-14.38	-28.72	-29.224	-16.375999999999998	7.77
MPST	-16.227	-17.266	-20.648000000000003	-22.474	-23.715999999999998	-6.287000000000001
MPV17	-0.615	-4.317	-6.565	-11.39	1.3359999999999999	-2.339
MPV17L	-10.974	-11.694	-9.799	-8.617	-9.39	-9.304
MPV17L2	-3.989	10.686	0.883	9.261000000000001	-4.0680000000000005	9.894
MPZ	-14.716	-16.898	-26.061	-29.474	-31.426	-30.035
MPZL1	-6.167000000000001	-9.755	-10.325	-16.397000000000002	-4.947	-19.028
MPZL2	-7.98	-7.8	-4.292	1.7080000000000002	-24.776	-28.219
MPZL3	-5.26	-4.582	-13.392999999999999	-12.634	-27.998	-29.092
MR1	-1.296	-11.937999999999999	-7.375	-19.807000000000002	-18.995	-30.737
MRAP	-8.091000000000001	-9.02	-13.097000000000001	-11.446	-20.761999999999997	-31.765
MRAP2	3.633	-2.031	-9.244	-25.831999999999997	-9.914	-23.651999999999997
MRAS	3.735	-4.555	-7.749	-19.942	-11.704	-27.264
MRC2	-9.951	-9.43	-11.923	-1.662	-24.765	-23.493000000000002
MRE11A	6.2	1.175	9.302999999999999	3.173	14.374	8.164
MREG	3.676	-5.801	-2.85	-12.870999999999999	-4.113	-25.149
MRFAP1	-6.397	-8.703	-6.96	-13.011	-16.792	-21.01
MRFAP1L1	-5.632999999999999	-1.854	-5.169	-0.087	-12.352	-7.518
MRGBP	3.082	-8.59	-4.058	-4.039	-4.008	-15.245999999999999
MRGPRD	-0.67	-5.591	-1.473	-4.571000000000001	-8.254	-17.327
MRGPRE	-6.888	-13.625	-7.232	-20.38	-9.131	-25.320999999999998
MRGPRF	-14.710999999999999	-27.009	-10.155	-14.232000000000001	-18.168	-27.855999999999998
MRGPRG	-10.440999999999999	-1.54	-8.701	-0.977	-6.973	-0.7929999999999999
MRGPRX1	-4.985	-15.845999999999998	-5.58	-16.037	-15.828	-34.438
MRGPRX2	-4.5969999999999995	-12.484000000000002	-8.513	-18.088	-8.53	-23.413
MRGPRX3	-2.016	-9.338	-0.9390000000000001	-4.9510000000000005	-7.367999999999999	-15.818
MRGPRX4	-3.662	-21.523000000000003	-9.065	-17.275	-15.655	-31.090999999999998
MRI1	-2.78	-0.307	-16.042	-12.074000000000002	-8.781	-3.843
MRM1	-5.341	-2.084	-4.871	8.698	-6.862	0.166
MRO	-0.6890000000000001	-12.157	-5.962000000000001	-23.319000000000003	-5.784	-21.761
MROH1	-5.178	-9.46	-16.891	-9.402999999999999	-11.644	-7.5120000000000005
MROH2A	-10.02	-17.015	-25.61	-25.964000000000002	-35.248000000000005	-45.903999999999996
MROH2B	-5.349	-16.194000000000003	-6.093	-19.219	-21.436999999999998	-23.066
MROH6	-0.14400000000000002	4.42	-4.164	-2.417	-2.634	5.024
MROH7	5.925	5.999	2.6860000000000004	-11.1	-10.729000000000001	-10.63
MROH9	-2.497	-2.0469999999999997	-18.363	-29.381	-15.77	-9.753
MRP63	8.479	26.108	1.8969999999999998	21.043000000000003	26.69	86.90100000000001
MRPL1	18.345	21.393	9.209	2.333	16.688	21.733
MRPL10	3.6180000000000003	7.841	-8.918	-10.535	6.886	9.633
MRPL11	17.339000000000002	32.732	15.21	31.674	24.895	33.796
MRPL12	10.083	3.003	5.8629999999999995	-4.902	22.392	29.779
MRPL13	12.595999999999998	35.633	45.768	64.687	33.354	84.096
MRPL14	10.994000000000002	14.447000000000001	10.549000000000001	10.485	18.977	32.713
MRPL15	5.648	18.365	15.702	49.294	45.426	74.168
MRPL16	-7.723	-15.285	-6.132000000000001	2.346	-5.723	-3.0269999999999997
MRPL17	-3.049	2.133	-2.623	-6.419	9.639	33.486
MRPL18	5.58	5.7379999999999995	9.352	16.275	25.316999999999997	33.045
MRPL19	-0.736	-4.5889999999999995	4.374	5.72	0.585	13.213
MRPL2	-10.407	2.269	-4.775	10.562999999999999	-3.45	30.866999999999997
MRPL20	-8.986	-6.053	-12.715	-12.07	-10.970999999999998	-0.8079999999999999
MRPL21	3.312	11.003	13.647	29.160999999999998	25.971999999999998	45.43
MRPL22	8.283	20.98	-0.177	22.18	10.722000000000001	34.094
MRPL23	-7.86	5.59	-19.729	-11.446	-14.526	3.716
MRPL24	12.879000000000001	8.607000000000001	20.422	21.863000000000003	29.281	16.872
MRPL27	-6.76	-4.159	-1.561	16.279	8.562999999999999	24.168000000000003
MRPL28	0.7440000000000001	7.6	5.957000000000001	28.862	29.158	81.126
MRPL3	-4.915	5.681	-11.138	-1.784	-1.696	16.045
MRPL30	-5.654	-10.408	-8.435	-12.677	-13.134	-15.116
MRPL32	-0.981	-14.452	-8.602	-15.012	1.321	-4.8180000000000005
MRPL33	13.443	24.131999999999998	25.171	37.054	41.295	42.941
MRPL34	0.631	8.804	7.817	36.760999999999996	17.511	39.632
MRPL35	1.105	-2.806	18.36	18.404	4.619	19.47
MRPL36	-10.542	-1.462	-11.724	-3.304	-1.99	16.493
MRPL37	2.6710000000000003	16.384	9.332	18.976	25.293000000000003	40.07
MRPL38	-2.892	-5.996	7.3	17.797	12.04	31.141
MRPL39	7.939	19.418	2.063	14.1	18.338	27.497
MRPL4	-3.4410000000000003	3.1010000000000004	-3.234	-1.7930000000000001	-0.023	19.082
MRPL40	0.8590000000000001	6.683	-3.8930000000000002	10.751	-2.269	6.737
MRPL41	10.727	24.56	24.035	38.369	46.035	59.494
MRPL42	1.953	2.735	10.193	20.63	5.088	15.517000000000001
MRPL43	-3.468	0.669	-8.548	1.325	-5.02	14.728
MRPL44	6.604	24.495	13.790999999999999	36.757	34.292	64.35300000000001
MRPL45	12.120999999999999	14.652000000000001	19.303	24.272	34.946999999999996	60.336000000000006
MRPL46	-4.055	-6.007999999999999	-2.992	-4.756	4.211	24.274
MRPL47	5.314	3.162	8.56	18.612000000000002	20.445	21.168000000000003
MRPL48	6.245	7.601	3.451	4.7	7.077000000000001	11.443
MRPL49	0.353	1.3219999999999998	3.9410000000000003	8.081	7.975	18.555999999999997
MRPL50	10.231	5.376	16.735	17.733	20.387999999999998	25.519000000000002
MRPL51	4.538	19.514	8.603	23.101	8.572000000000001	23.615
MRPL52	-2.72	-3.0010000000000003	-2.813	-0.6459999999999999	0.9009999999999999	16.917
MRPL53	-0.706	25.061	5.877000000000001	33.376999999999995	40.729	82.774
MRPL54	-8.59	-1.7730000000000001	-10.888	3.279	-16.656	-0.46399999999999997
MRPL55	-8.981	-1.756	-13.999	-4.949	-26.875999999999998	-12.985
MRPL9	-5.934	-11.655999999999999	2.807	13.045	1.755	1.4780000000000002
MRPS10	5.968	-3.216	15.33	5.851	13.818	19.741
MRPS11	17.958	47.431000000000004	5.307	24.941999999999997	24.381	74.717
MRPS12	-3.07	12.389000000000001	-2.6689999999999996	12.408	3.702	29.46
MRPS14	9.467	31.05	16.744	34.079	44.041000000000004	76.245
MRPS15	-9.246	-12.349	-2.062	-1.0090000000000001	-5.266	-8.841000000000001
MRPS16	4.457	14.419	23.394000000000002	29.155	29.366	44.972
MRPS17	-3.801	-9.815	11.065	18.146	3.262	10.224
MRPS18A	-10.086	-9.465	-6.834	-2.2880000000000003	-9.605	-1.469
MRPS18B	0.674	5.35	5.959	19.825	14.755	38.472
MRPS18C	3.457	17.332	5.199	30.340999999999998	14.174000000000001	23.307
MRPS2	-5.192	7.854	9.191	32.061	7.702000000000001	23.999000000000002
MRPS21	7.593	12.908	8.115	18.714000000000002	12.019	29.985
MRPS22	1.443	8.463	-0.033	4.736000000000001	-2.555	19.22
MRPS23	7.4110000000000005	24.154	16.827	32.734	25.076	70.786
MRPS24	3.3280000000000003	29.604	18.954	36.906	17.962	61.794
MRPS25	-7.146	-10.722000000000001	-13.515999999999998	-14.959000000000001	-7.795	8.25
MRPS26	5.1610000000000005	25.509	2.7239999999999998	25.180999999999997	28.78	32.347
MRPS27	-0.34700000000000003	-2.695	-2.61	-3.7119999999999997	-18.34	-32.379
MRPS28	-5.265	4.36	-4.563	9.363	0.8009999999999999	19.098
MRPS30	-1.883	5.784	-1.2209999999999999	4.155	13.190999999999999	21.967
MRPS31	3.9989999999999997	12.375	6.372999999999999	21.498	9.622	23.601
MRPS33	11.360999999999999	-4.184	7.369	-25.704	5.769	-34.633
MRPS34	5.2010000000000005	25.528000000000002	18.781	45.309	45.746	88.781
MRPS35	4.789	7.2410000000000005	6.565	4.4910000000000005	4.319	3.779
MRPS36	-2.7510000000000003	-4.63	-4.62	-6.016	-8.271	-10.033999999999999
MRPS5	-4.39	-14.215	-7.752999999999999	-19.8	10.219	2.205
MRPS6	-0.442	2.025	5.455	8.934	5.2	8.003
MRPS7	16.087	12.954	5.982	4.468	9.87	8.826
MRPS9	9.728	7.936	8.628	-6.117999999999999	2.72	-8.287
MRRF	14.01	-0.596	19.826	9.715	25.796	8.97
MRS2	-8.219	-5.566	-15.687000000000001	-20.019000000000002	-19.415	-13.390999999999998
MRTO4	-5.228	-6.0329999999999995	-12.817	-8.148	-12.075	-3.905
MRVI1	-4.921	-8.664	-10.525	-18.777	-18.287	-23.086
MS4A1	-9.391	-12.685	-15.533	-14.627	-21.851999999999997	-22.866
MS4A10	-9.96	-25.013	-7.79	-24.000999999999998	-22.397	-37.104
MS4A12	-8.69	-12.353	-10.469000000000001	-11.713	-23.155	-31.421999999999997
MS4A13	1.955	-6.683	1.183	-8.263	-3.852	-11.715
MS4A14	5.2170000000000005	-17.582	7.654	-12.892999999999999	-5.482	-35.94
MS4A15	-11.859000000000002	-12.169	-12.64	-16.614	-20.749000000000002	-11.077
MS4A2	-2.98	-9.687999999999999	-1.5730000000000002	-11.270999999999999	-11.165999999999999	-19.049
MS4A3	-9.656	-13.185	-9.4	-2.133	-22.875	-28.864
MS4A4A	5.066	-13.833	5.773	-13.424000000000001	-5.835	-30.559
MS4A4E	2.863	-14.472999999999999	-5.681	-14.982000000000001	-7.045	-21.994
MS4A5	-0.787	-9.665	-2.2840000000000003	-13.634	-16.782	-29.433000000000003
MS4A6A	8.087	-5.26	5.736000000000001	-13.269	-4.35	-35.44
MS4A6E	-1.9909999999999999	-6.75	-14.475	-31.818	-15.792	-29.736
MS4A7	2.439	-11.135	-12.009	-30.070999999999998	-5.8870000000000005	-22.938000000000002
MS4A8	-6.295	-9.727	-8.988	-13.632	-22.908	-25.393
MSANTD1	-12.648	-14.821	-20.099	-20.820999999999998	-16.112000000000002	-10.913
MSANTD2	-6.756	-25.237	-1.304	-0.598	-9.008	-8.616
MSANTD3	-2.469	-5.855	1.182	3.0039999999999996	-15.613	-12.671
MSANTD4	4.215	-8.798	4.251	-7.438	0.28800000000000003	-23.725
MSC	-11.422	-6.428	-12.508	-14.139000000000001	-28.423000000000002	-25.884
MSGN1	-3.67	-0.664	-1.088	1.665	-25.232	-23.666999999999998
MSH2	0.629	-8.561	-6.956	-11.659	-18.748	-29.779
MSH3	4.816	-16.238	7.676	-9.533	2.681	-15.547
MSH4	-6.35	-8.183	-8.898	-18.41	-8.406	-18.211
MSH5	-3.528	-7.165	-7.566	-22.789	-1.514	-0.188
MSH6	5.274	1.699	0.363	-9.363	-2.6	-10.048
MSI1	-8.67	-14.699000000000002	-5.093999999999999	-6.774	-21.754	-28.133000000000003
MSI2	-11.735	-8.198	-16.961	-18.762	-24.51	-15.224
MSL1	-4.698	-12.186	-10.257	-13.255999999999998	-18.439	-29.195
MSL2	3.0810000000000004	-2.14	-8.436	-14.73	-11.073	-21.561999999999998
MSL3	7.495	0.9309999999999999	0.62	-1.062	-10.564	-24.03
MSLN	2.133	-9.562999999999999	-14.084000000000001	-34.631	-14.040999999999999	-42.187
MSMB	2.426	3.801	-6.061	-2.1390000000000002	-16.385	-39.528
MSMO1	-2.23	-13.074000000000002	-12.644	-20.737	-6.226	-11.332
MSN	-3.98	-9.637	-4.266	-7.475	-18.331	-29.721
MSR1	-5.314	-22.666	-6.295	-31.136999999999997	-17.964000000000002	-33.702
MSRA	-4.12	-7.848	-1.033	-11.946	-7.99	-17.56
MSRB1	-8.011000000000001	-8.298	-1.857	-0.33299999999999996	-20.901	-8.16
MSRB2	-9.665	-11.922	-15.54	-15.607999999999999	-25.711	-25.676
MSRB3	-10.581	-9.508	-13.409	-9.853	-28.529	-27.09
MSS51	-2.5469999999999997	-9.18	-9.267000000000001	-15.22	-21.034000000000002	-28.357
MST1	-0.18899999999999997	6.875	-4.871	9.094	-5.82	7.3660000000000005
MST1R	-4.792	-8.505	-13.015	-11.479000000000001	-18.873	-17.547
MST4	-3.219	-16.079	-5.395	-12.029000000000002	-17.22	-29.713
MSTN	-7.545	-13.082	-4.187	-5.1770000000000005	-21.026999999999997	-27.504
MSTO1	8.661	6.962999999999999	8.573	15.735	14.854000000000001	22.423000000000002
MSX1	-6.268	-3.0380000000000003	-11.640999999999998	-17.746	-28.136999999999997	-34.963
MSX2	-12.38	-8.605	-12.409	-7.468999999999999	-18.535	-8.392000000000001
MT1G	1.5090000000000001	0.943	-2.519	-4.048	-2.6069999999999998	-0.6579999999999999
MT1HL1	-4.2860000000000005	-2.419	-11.47	-8.453	-10.984000000000002	-12.232000000000001
MT1M	-3.238	-3.4619999999999997	-4.197	-2.541	-6.97	-6.36
MT2A	-3.82	-3.069	-5.497999999999999	3.718	-12.825	-11.703
MT3	-10.963	-13.054	-12.662	-10.64	-21.500999999999998	-21.087
MT4	-3.555	-8.655	-4.1610000000000005	-11.546	-10.002	-16.201
MTA1	-2.3040000000000003	-5.95	-5.13	-15.620999999999999	-5.5120000000000005	-4.614
MTA2	-2.19	3.135	-0.168	-9.611	-12.050999999999998	-6.481
MTA3	-1.178	-4.609	0.327	-11.686	-0.6609999999999999	2.543
MTAP	-2.437	-0.5720000000000001	-8.54	-10.290999999999999	-7.716	-7.603
MTBP	1.6440000000000001	-11.481	-0.586	2.7969999999999997	0.483	6.567
MTCH1	-5.329	-4.9639999999999995	-14.232000000000001	-9.274	-25.311	-19.859
MTCH2	-0.64	0.196	-4.4510000000000005	-5.192	-3.907	-3.937
MTCP1	-8.732000000000001	-16.079	-13.547	-26.374000000000002	-25.264	-27.535
MTDH	0.7070000000000001	-0.455	-8.762	-17.634	-6.289	-13.269
MTERF	4.051	-9.088	4.843	-7.812	-11.015	-32.244
MTERFD1	10.84	-9.168	6.06	-19.753	6.43	-23.644000000000002
MTERFD2	0.051	-0.7190000000000001	-0.885	-2.1430000000000002	-4.796	1.339
MTERFD3	9.551	-2.298	2.326	-17.012	6.735	-14.34
MTF1	2.5469999999999997	-4.266	8.204	1.4169999999999998	-15.379000000000001	-23.345
MTF2	-1.321	-12.158	-0.963	-4.777	-5.9670000000000005	-11.907
MTFMT	-1.72	-3.701	5.694	6.159	25.136	34.048
MTFP1	-4.77	0.244	-15.907	-14.52	-15.151	-9.032
MTFR1	2.895	-4.149	-10.212	-26.124000000000002	-8.685	-23.166
MTFR1L	-3.0260000000000002	-3.2239999999999998	-5.6739999999999995	-8.985	-7.652	-10.765999999999998
MTFR2	-0.304	4.442	-8.091000000000001	-16.468	-12.092	-14.790999999999999
MTG1	7.745	23.8	11.23	31.803	17.02	37.495
MTG2	-0.095	12.327	1.236	15.444	30.445	74.796
MTHFD1	12.432	10.044	20.109	29.75	39.795	43.756
MTHFD1L	-9.011000000000001	-9.015	-17.654	-26.750999999999998	-23.054000000000002	-29.375
MTHFD2	4.7780000000000005	-2.434	6.026	-4.008	-10.096	-31.429000000000002
MTHFD2L	-0.322	-6.207000000000001	-0.909	-9.064	-1.639	-5.582000000000001
MTHFR	-2.66	-4.614	-10.857000000000001	-10.498	-11.265999999999998	-3.44
MTHFS	-6.331	-0.882	-6.462999999999999	6.03	-21.023000000000003	-18.808
MTHFSD	-0.642	-3.3080000000000003	-13.895999999999999	-22.820999999999998	-1.079	6.081
MTIF2	7.837999999999999	9.677999999999999	11.118	2.094	4.21	9.312999999999999
MTIF3	-0.7040000000000001	-10.769	-6.132999999999999	-21.358	2.198	6.1770000000000005
MTL5	1.047	0.433	2.43	-4.895	-3.197	-13.597000000000001
MTM1	-4.065	-16.182000000000002	-4.941	-14.818	-10.879000000000001	-16.655
MTMR1	-7.894	-10.046	-10.741	-22.230999999999998	-13.048	-19.512999999999998
MTMR10	-6.36	-3.596	-4.961	-10.767000000000001	-18.823	-14.495
MTMR11	0.048	-0.256	-4.012	-11.561	-6.8660000000000005	-16.033
MTMR12	1.787	1.088	-7.122999999999999	-13.218	-6.731	-13.668
MTMR14	-12.728	-9.55	-15.446	-3.57	-33.317	-28.191999999999997
MTMR2	-1.26	-12.702	7.034	13.894	-10.774000000000001	-19.374000000000002
MTMR3	3.4810000000000003	-1.599	4.718	4.141	-9.981	-22.214000000000002
MTMR4	1.4880000000000002	-9.248	-6.8229999999999995	-26.165	1.222	-4.468999999999999
MTMR6	-4.83	-6.8420000000000005	-9.363999999999999	-17.515	-15.342	-13.356
MTMR7	1.084	-2.737	-10.296	-19.028	-17.782	-25.369
MTMR8	3.563	-6.581	-0.168	-22.445999999999998	-9.919	-33.868
MTMR9	-3.2310000000000003	0.43700000000000006	-0.976	1.761	1.275	20.401
MTNR1A	-11.373	-18.476	-8.512	-15.501	-27.250999999999998	-28.18
MTNR1B	-12.087	-6.796	-18.178	-9.943	-23.698	-13.555
MTO1	-3.516	-12.238	-1.248	-9.065	-7.09	-10.664000000000001
MTOR	6.2829999999999995	5.043	12.536	14.92	13.23	32.57
MTPAP	1.0270000000000001	17.208	24.105999999999998	32.423	39.361	58.535
MTPN	-4.5889999999999995	-13.895999999999999	-6.962000000000001	-23.441	-13.65	-26.628
MTR	-3.468	-16.086	-10.977	-19.902	-19.822	-28.557
MTRF1	5.374	0.226	8.133	-4.736000000000001	5.997999999999999	-3.3810000000000002
MTRF1L	3.9530000000000003	14.481	15.946	10.449000000000002	13.56	26.439
MTRNR2L6	-3.455	-5.803999999999999	-2.983	-2.513	-9.32	-16.297
MTRR	-1.7630000000000001	5.073	-10.833	-1.784	-4.913	12.032
MTSS1	-2.623	-11.011	-6.75	-11.4	-16.829	-26.587
MTSS1L	-6.971	-11.311	-1.6059999999999999	-3.198	-5.0280000000000005	4.39
MTTP	1.806	-10.610999999999999	-3.014	-6.784	-7.603	-6.395
MTUS1	-2.99	-7.098	-2.931	-5.079	-8.113999999999999	-18.465
MTUS2	-1.25	-7.501	-9.837	-14.558	-13.889000000000001	-25.779
MTX1	-1.319	-0.737	0.008	13.842	13.343	29.916
MTX2	-4.418	-9.265	-16.755	-20.363	-2.286	4.5760000000000005
MTX3	-0.647	1.0659999999999998	-1.5419999999999998	4.242	-5.595	-4.498
MUC1	0.43700000000000006	-3.917	-2.8989999999999996	-5.928999999999999	-3.554	-3.398
MUC12	-6.455	-17.471	-6.693	-9.729	-14.797	-19.153
MUC13	-0.5489999999999999	-11.734000000000002	-8.468	-29.915	-14.637	-43.541000000000004
MUC15	-4.105	-8.275	-4.625	-17.107	-14.561	-22.103
MUC16	-16.325	-15.825999999999999	-11.79	-10.46	-27.752	-29.483
MUC17	-6.694	-7.381	-4.184	-7.715	-17.078	-19.752
MUC19	-6.315	-6.912999999999999	-9.28	-10.142000000000001	-15.274000000000001	-23.35
MUC2	-10.505999999999998	-0.804	-13.113	-8.597000000000001	-20.552	-7.193
MUC20	-0.152	2.5860000000000003	-5.561	-13.720999999999998	-7.02	-3.1439999999999997
MUC21	-9.157	-16.208	-15.667	-11.44	-26.16	-21.019000000000002
MUC22	-12.753	-16.166	-18.049	-14.130999999999998	-23.445999999999998	-25.625999999999998
